BybitLinearInverseSymbol;BybitLinearInverseSymbol.Name;BybitLinearInverseSymbol.ContractType;BybitLinearInverseSymbol.BaseAsset;BybitLinearInverseSymbol.QuoteAsset;BybitLinearInverseSymbol.SettleAsset;BybitLinearInverseSymbol.LaunchTime;BybitLinearInverseSymbol.DeliveryTime;BybitLinearInverseSymbol.Status;BybitLinearInverseSymbol.DeliveryFeeRate;BybitLinearInverseSymbol.PriceScale;BybitLinearInverseSymbol.UnifiedMarginTrade;BybitLinearInverseSymbol.FundingInterval;BybitLinearInverseSymbol.LotSizeFilter;BybitLinearInverseSymbol.PriceFilter;BybitLinearInverseSymbol.LeverageFilter
Bybit.Net.Objects.Models.V5.BybitLinearInverseSymbol;JASMYUSDT;LinearPerpetual;JASMY;USDT;USDT;"19.01.2022 06:36:42";"";Trading;"";6;True;480;Bybit.Net.Objects.Models.V5.BybitLinearInverseLotSizeFilter;Bybit.Net.Objects.Models.V5.BybitLinearInversePriceFilter;Bybit.Net.Objects.Models.V5.BybitLinearInverseLeveragefilter
Bybit.Net.Objects.Models.V5.BybitLinearInverseSymbol;JAILSTOOLUSDT;LinearPerpetual;JAILSTOOL;USDT;USDT;"14.02.2025 10:13:15";"";Trading;"";5;True;240;Bybit.Net.Objects.Models.V5.BybitLinearInverseLotSizeFilter;Bybit.Net.Objects.Models.V5.BybitLinearInversePriceFilter;Bybit.Net.Objects.Models.V5.BybitLinearInverseLeveragefilter
Bybit.Net.Objects.Models.V5.BybitLinearInverseSymbol;IPUSDT;LinearPerpetual;IP;USDT;USDT;"07.02.2025 08:28:16";"";Trading;"";4;True;120;Bybit.Net.Objects.Models.V5.BybitLinearInverseLotSizeFilter;Bybit.Net.Objects.Models.V5.BybitLinearInversePriceFilter;Bybit.Net.Objects.Models.V5.BybitLinearInverseLeveragefilter
Bybit.Net.Objects.Models.V5.BybitLinearInverseSymbol;IOUSDT;LinearPerpetual;IO;USDT;USDT;"11.06.2024 13:49:00";"";Trading;"";3;True;240;Bybit.Net.Objects.Models.V5.BybitLinearInverseLotSizeFilter;Bybit.Net.Objects.Models.V5.BybitLinearInversePriceFilter;Bybit.Net.Objects.Models.V5.BybitLinearInverseLeveragefilter
Bybit.Net.Objects.Models.V5.BybitLinearInverseSymbol;IOTXUSDT;LinearPerpetual;IOTX;USDT;USDT;"12.11.2021 00:00:00";"";Trading;"";5;True;480;Bybit.Net.Objects.Models.V5.BybitLinearInverseLotSizeFilter;Bybit.Net.Objects.Models.V5.BybitLinearInversePriceFilter;Bybit.Net.Objects.Models.V5.BybitLinearInverseLeveragefilter
Bybit.Net.Objects.Models.V5.BybitLinearInverseSymbol;IOTAUSDT;LinearPerpetual;IOTA;USDT;USDT;"29.12.2021 10:16:33";"";Trading;"";4;True;480;Bybit.Net.Objects.Models.V5.BybitLinearInverseLotSizeFilter;Bybit.Net.Objects.Models.V5.BybitLinearInversePriceFilter;Bybit.Net.Objects.Models.V5.BybitLinearInverseLeveragefilter
Bybit.Net.Objects.Models.V5.BybitLinearInverseSymbol;IOSTUSDT;LinearPerpetual;IOST;USDT;USDT;"12.10.2021 00:00:00";"";Trading;"";6;True;480;Bybit.Net.Objects.Models.V5.BybitLinearInverseLotSizeFilter;Bybit.Net.Objects.Models.V5.BybitLinearInversePriceFilter;Bybit.Net.Objects.Models.V5.BybitLinearInverseLeveragefilter
Bybit.Net.Objects.Models.V5.BybitLinearInverseSymbol;INJUSDT;LinearPerpetual;INJ;USDT;USDT;"17.08.2022 00:00:00";"";Trading;"";4;True;480;Bybit.Net.Objects.Models.V5.BybitLinearInverseLotSizeFilter;Bybit.Net.Objects.Models.V5.BybitLinearInversePriceFilter;Bybit.Net.Objects.Models.V5.BybitLinearInverseLeveragefilter
Bybit.Net.Objects.Models.V5.BybitLinearInverseSymbol;IMXUSDT;LinearPerpetual;IMX;USDT;USDT;"24.11.2021 00:00:00";"";Trading;"";4;True;240;Bybit.Net.Objects.Models.V5.BybitLinearInverseLotSizeFilter;Bybit.Net.Objects.Models.V5.BybitLinearInversePriceFilter;Bybit.Net.Objects.Models.V5.BybitLinearInverseLeveragefilter
Bybit.Net.Objects.Models.V5.BybitLinearInverseSymbol;JTOUSDT;LinearPerpetual;JTO;USDT;USDT;"07.12.2023 19:50:19";"";Trading;"";3;True;240;Bybit.Net.Objects.Models.V5.BybitLinearInverseLotSizeFilter;Bybit.Net.Objects.Models.V5.BybitLinearInversePriceFilter;Bybit.Net.Objects.Models.V5.BybitLinearInverseLeveragefilter
Bybit.Net.Objects.Models.V5.BybitLinearInverseSymbol;ILVUSDT;LinearPerpetual;ILV;USDT;USDT;"26.11.2021 00:00:00";"";Trading;"";3;True;240;Bybit.Net.Objects.Models.V5.BybitLinearInverseLotSizeFilter;Bybit.Net.Objects.Models.V5.BybitLinearInversePriceFilter;Bybit.Net.Objects.Models.V5.BybitLinearInverseLeveragefilter
Bybit.Net.Objects.Models.V5.BybitLinearInverseSymbol;IDEXUSDT;LinearPerpetual;IDEX;USDT;USDT;"23.05.2023 06:10:36";"";Trading;"";5;True;480;Bybit.Net.Objects.Models.V5.BybitLinearInverseLotSizeFilter;Bybit.Net.Objects.Models.V5.BybitLinearInversePriceFilter;Bybit.Net.Objects.Models.V5.BybitLinearInverseLeveragefilter
Bybit.Net.Objects.Models.V5.BybitLinearInverseSymbol;ICXUSDT;LinearPerpetual;ICX;USDT;USDT;"13.04.2022 06:22:15";"";Trading;"";4;True;480;Bybit.Net.Objects.Models.V5.BybitLinearInverseLotSizeFilter;Bybit.Net.Objects.Models.V5.BybitLinearInversePriceFilter;Bybit.Net.Objects.Models.V5.BybitLinearInverseLeveragefilter
Bybit.Net.Objects.Models.V5.BybitLinearInverseSymbol;ICPUSDT;LinearPerpetual;ICP;USDT;USDT;"15.09.2021 00:00:00";"";Trading;"";3;True;480;Bybit.Net.Objects.Models.V5.BybitLinearInverseLotSizeFilter;Bybit.Net.Objects.Models.V5.BybitLinearInversePriceFilter;Bybit.Net.Objects.Models.V5.BybitLinearInverseLeveragefilter
Bybit.Net.Objects.Models.V5.BybitLinearInverseSymbol;HYPEUSDT;LinearPerpetual;HYPE;USDT;USDT;"04.12.2024 12:52:20";"";Trading;"";3;True;480;Bybit.Net.Objects.Models.V5.BybitLinearInverseLotSizeFilter;Bybit.Net.Objects.Models.V5.BybitLinearInversePriceFilter;Bybit.Net.Objects.Models.V5.BybitLinearInverseLeveragefilter
Bybit.Net.Objects.Models.V5.BybitLinearInverseSymbol;HPOS10IUSDT;LinearPerpetual;HPOS10I;USDT;USDT;"21.10.2024 07:56:01";"";Trading;"";5;True;480;Bybit.Net.Objects.Models.V5.BybitLinearInverseLotSizeFilter;Bybit.Net.Objects.Models.V5.BybitLinearInversePriceFilter;Bybit.Net.Objects.Models.V5.BybitLinearInverseLeveragefilter
Bybit.Net.Objects.Models.V5.BybitLinearInverseSymbol;USDEUSDT;LinearPerpetual;USDE;USDT;USDT;"07.08.2024 10:14:45";"";Trading;"";4;True;480;Bybit.Net.Objects.Models.V5.BybitLinearInverseLotSizeFilter;Bybit.Net.Objects.Models.V5.BybitLinearInversePriceFilter;Bybit.Net.Objects.Models.V5.BybitLinearInverseLeveragefilter
Bybit.Net.Objects.Models.V5.BybitLinearInverseSymbol;HOOKUSDT;LinearPerpetual;HOOK;USDT;USDT;"07.02.2023 08:25:52";"";Trading;"";4;True;480;Bybit.Net.Objects.Models.V5.BybitLinearInverseLotSizeFilter;Bybit.Net.Objects.Models.V5.BybitLinearInversePriceFilter;Bybit.Net.Objects.Models.V5.BybitLinearInverseLeveragefilter
Bybit.Net.Objects.Models.V5.BybitLinearInverseSymbol;HNTUSDT;LinearPerpetual;HNT;USDT;USDT;"24.01.2022 06:47:20";"";Trading;"";3;True;480;Bybit.Net.Objects.Models.V5.BybitLinearInverseLotSizeFilter;Bybit.Net.Objects.Models.V5.BybitLinearInversePriceFilter;Bybit.Net.Objects.Models.V5.BybitLinearInverseLeveragefilter
Bybit.Net.Objects.Models.V5.BybitLinearInverseSymbol;HMSTRUSDT;LinearPerpetual;HMSTR;USDT;USDT;"11.09.2024 06:08:16";"";Trading;"";6;True;240;Bybit.Net.Objects.Models.V5.BybitLinearInverseLotSizeFilter;Bybit.Net.Objects.Models.V5.BybitLinearInversePriceFilter;Bybit.Net.Objects.Models.V5.BybitLinearInverseLeveragefilter
Bybit.Net.Objects.Models.V5.BybitLinearInverseSymbol;HIVEUSDT;LinearPerpetual;HIVE;USDT;USDT;"23.12.2024 10:34:00";"";Trading;"";4;True;60;Bybit.Net.Objects.Models.V5.BybitLinearInverseLotSizeFilter;Bybit.Net.Objects.Models.V5.BybitLinearInversePriceFilter;Bybit.Net.Objects.Models.V5.BybitLinearInverseLeveragefilter
Bybit.Net.Objects.Models.V5.BybitLinearInverseSymbol;HIPPOUSDT;LinearPerpetual;HIPPO;USDT;USDT;"14.11.2024 07:56:07";"";Trading;"";6;True;240;Bybit.Net.Objects.Models.V5.BybitLinearInverseLotSizeFilter;Bybit.Net.Objects.Models.V5.BybitLinearInversePriceFilter;Bybit.Net.Objects.Models.V5.BybitLinearInverseLeveragefilter
Bybit.Net.Objects.Models.V5.BybitLinearInverseSymbol;HIGHUSDT;LinearPerpetual;HIGH;USDT;USDT;"07.02.2023 08:42:50";"";Trading;"";4;True;480;Bybit.Net.Objects.Models.V5.BybitLinearInverseLotSizeFilter;Bybit.Net.Objects.Models.V5.BybitLinearInversePriceFilter;Bybit.Net.Objects.Models.V5.BybitLinearInverseLeveragefilter
Bybit.Net.Objects.Models.V5.BybitLinearInverseSymbol;IDUSDT;LinearPerpetual;ID;USDT;USDT;"24.03.2023 06:29:48";"";Trading;"";5;True;480;Bybit.Net.Objects.Models.V5.BybitLinearInverseLotSizeFilter;Bybit.Net.Objects.Models.V5.BybitLinearInversePriceFilter;Bybit.Net.Objects.Models.V5.BybitLinearInverseLeveragefilter
Bybit.Net.Objects.Models.V5.BybitLinearInverseSymbol;JUPUSDT;LinearPerpetual;JUP;USDT;USDT;"31.01.2024 15:51:07";"";Trading;"";4;True;240;Bybit.Net.Objects.Models.V5.BybitLinearInverseLotSizeFilter;Bybit.Net.Objects.Models.V5.BybitLinearInversePriceFilter;Bybit.Net.Objects.Models.V5.BybitLinearInverseLeveragefilter
Bybit.Net.Objects.Models.V5.BybitLinearInverseSymbol;JUSDT;LinearPerpetual;J;USDT;USDT;"22.01.2025 10:36:51";"";Trading;"";4;True;240;Bybit.Net.Objects.Models.V5.BybitLinearInverseLotSizeFilter;Bybit.Net.Objects.Models.V5.BybitLinearInversePriceFilter;Bybit.Net.Objects.Models.V5.BybitLinearInverseLeveragefilter
Bybit.Net.Objects.Models.V5.BybitLinearInverseSymbol;KAIAUSDT;LinearPerpetual;KAIA;USDT;USDT;"01.11.2024 08:24:34";"";Trading;"";4;True;240;Bybit.Net.Objects.Models.V5.BybitLinearInverseLotSizeFilter;Bybit.Net.Objects.Models.V5.BybitLinearInversePriceFilter;Bybit.Net.Objects.Models.V5.BybitLinearInverseLeveragefilter
Bybit.Net.Objects.Models.V5.BybitLinearInverseSymbol;MANAUSDT;LinearPerpetual;MANA;USDT;USDT;"08.11.2021 00:00:00";"";Trading;"";4;True;480;Bybit.Net.Objects.Models.V5.BybitLinearInverseLotSizeFilter;Bybit.Net.Objects.Models.V5.BybitLinearInversePriceFilter;Bybit.Net.Objects.Models.V5.BybitLinearInverseLeveragefilter
Bybit.Net.Objects.Models.V5.BybitLinearInverseSymbol;MAJORUSDT;LinearPerpetual;MAJOR;USDT;USDT;"18.11.2024 09:18:02";"";Trading;"";6;True;480;Bybit.Net.Objects.Models.V5.BybitLinearInverseLotSizeFilter;Bybit.Net.Objects.Models.V5.BybitLinearInversePriceFilter;Bybit.Net.Objects.Models.V5.BybitLinearInverseLeveragefilter
Bybit.Net.Objects.Models.V5.BybitLinearInverseSymbol;MAGICUSDT;LinearPerpetual;MAGIC;USDT;USDT;"13.12.2022 02:18:41";"";Trading;"";4;True;480;Bybit.Net.Objects.Models.V5.BybitLinearInverseLotSizeFilter;Bybit.Net.Objects.Models.V5.BybitLinearInversePriceFilter;Bybit.Net.Objects.Models.V5.BybitLinearInverseLeveragefilter
Bybit.Net.Objects.Models.V5.BybitLinearInverseSymbol;LUNA2USDT;LinearPerpetual;LUNA2;USDT;USDT;"31.05.2022 07:50:03";"";Trading;"";4;True;480;Bybit.Net.Objects.Models.V5.BybitLinearInverseLotSizeFilter;Bybit.Net.Objects.Models.V5.BybitLinearInversePriceFilter;Bybit.Net.Objects.Models.V5.BybitLinearInverseLeveragefilter
Bybit.Net.Objects.Models.V5.BybitLinearInverseSymbol;LUMIAUSDT;LinearPerpetual;LUMIA;USDT;USDT;"25.10.2024 07:36:02";"";Trading;"";4;True;240;Bybit.Net.Objects.Models.V5.BybitLinearInverseLotSizeFilter;Bybit.Net.Objects.Models.V5.BybitLinearInversePriceFilter;Bybit.Net.Objects.Models.V5.BybitLinearInverseLeveragefilter
Bybit.Net.Objects.Models.V5.BybitLinearInverseSymbol;LUCEUSDT;LinearPerpetual;LUCE;USDT;USDT;"19.11.2024 08:29:41";"";Trading;"";5;True;480;Bybit.Net.Objects.Models.V5.BybitLinearInverseLotSizeFilter;Bybit.Net.Objects.Models.V5.BybitLinearInversePriceFilter;Bybit.Net.Objects.Models.V5.BybitLinearInverseLeveragefilter
Bybit.Net.Objects.Models.V5.BybitLinearInverseSymbol;LTCUSDT;LinearPerpetual;LTC;USDT;USDT;"01.01.2018 00:00:00";"";Trading;"";2;True;480;Bybit.Net.Objects.Models.V5.BybitLinearInverseLotSizeFilter;Bybit.Net.Objects.Models.V5.BybitLinearInversePriceFilter;Bybit.Net.Objects.Models.V5.BybitLinearInverseLeveragefilter
Bybit.Net.Objects.Models.V5.BybitLinearInverseSymbol;LSKUSDT;LinearPerpetual;LSK;USDT;USDT;"02.01.2024 15:22:55";"";Trading;"";4;True;240;Bybit.Net.Objects.Models.V5.BybitLinearInverseLotSizeFilter;Bybit.Net.Objects.Models.V5.BybitLinearInversePriceFilter;Bybit.Net.Objects.Models.V5.BybitLinearInverseLeveragefilter
Bybit.Net.Objects.Models.V5.BybitLinearInverseSymbol;LRCUSDT;LinearPerpetual;LRC;USDT;USDT;"11.11.2021 00:00:00";"";Trading;"";4;True;480;Bybit.Net.Objects.Models.V5.BybitLinearInverseLotSizeFilter;Bybit.Net.Objects.Models.V5.BybitLinearInversePriceFilter;Bybit.Net.Objects.Models.V5.BybitLinearInverseLeveragefilter
Bybit.Net.Objects.Models.V5.BybitLinearInverseSymbol;LQTYUSDT;LinearPerpetual;LQTY;USDT;USDT;"13.03.2023 08:06:00";"";Trading;"";4;True;480;Bybit.Net.Objects.Models.V5.BybitLinearInverseLotSizeFilter;Bybit.Net.Objects.Models.V5.BybitLinearInversePriceFilter;Bybit.Net.Objects.Models.V5.BybitLinearInverseLeveragefilter
Bybit.Net.Objects.Models.V5.BybitLinearInverseSymbol;LPTUSDT;LinearPerpetual;LPT;USDT;USDT;"13.12.2021 01:12:39";"";Trading;"";3;True;240;Bybit.Net.Objects.Models.V5.BybitLinearInverseLotSizeFilter;Bybit.Net.Objects.Models.V5.BybitLinearInversePriceFilter;Bybit.Net.Objects.Models.V5.BybitLinearInverseLeveragefilter
Bybit.Net.Objects.Models.V5.BybitLinearInverseSymbol;LOOKSUSDT;LinearPerpetual;LOOKS;USDT;USDT;"24.01.2022 06:37:12";"";Trading;"";5;True;480;Bybit.Net.Objects.Models.V5.BybitLinearInverseLotSizeFilter;Bybit.Net.Objects.Models.V5.BybitLinearInversePriceFilter;Bybit.Net.Objects.Models.V5.BybitLinearInverseLeveragefilter
Bybit.Net.Objects.Models.V5.BybitLinearInverseSymbol;LISTAUSDT;LinearPerpetual;LISTA;USDT;USDT;"21.06.2024 10:16:55";"";Trading;"";4;True;240;Bybit.Net.Objects.Models.V5.BybitLinearInverseLotSizeFilter;Bybit.Net.Objects.Models.V5.BybitLinearInversePriceFilter;Bybit.Net.Objects.Models.V5.BybitLinearInverseLeveragefilter
Bybit.Net.Objects.Models.V5.BybitLinearInverseSymbol;LINKUSDT;LinearPerpetual;LINK;USDT;USDT;"01.01.2018 00:00:00";"";Trading;"";3;True;480;Bybit.Net.Objects.Models.V5.BybitLinearInverseLotSizeFilter;Bybit.Net.Objects.Models.V5.BybitLinearInversePriceFilter;Bybit.Net.Objects.Models.V5.BybitLinearInverseLeveragefilter
Bybit.Net.Objects.Models.V5.BybitLinearInverseSymbol;LINAUSDT;LinearPerpetual;LINA;USDT;USDT;"20.04.2022 07:26:14";"";Trading;"";6;True;480;Bybit.Net.Objects.Models.V5.BybitLinearInverseLotSizeFilter;Bybit.Net.Objects.Models.V5.BybitLinearInversePriceFilter;Bybit.Net.Objects.Models.V5.BybitLinearInverseLeveragefilter
Bybit.Net.Objects.Models.V5.BybitLinearInverseSymbol;LEVERUSDT;LinearPerpetual;LEVER;USDT;USDT;"05.06.2023 10:24:01";"";Trading;"";6;True;480;Bybit.Net.Objects.Models.V5.BybitLinearInverseLotSizeFilter;Bybit.Net.Objects.Models.V5.BybitLinearInversePriceFilter;Bybit.Net.Objects.Models.V5.BybitLinearInverseLeveragefilter
Bybit.Net.Objects.Models.V5.BybitLinearInverseSymbol;LDOUSDT;LinearPerpetual;LDO;USDT;USDT;"20.07.2022 06:53:39";"";Trading;"";4;True;480;Bybit.Net.Objects.Models.V5.BybitLinearInverseLotSizeFilter;Bybit.Net.Objects.Models.V5.BybitLinearInversePriceFilter;Bybit.Net.Objects.Models.V5.BybitLinearInverseLeveragefilter
Bybit.Net.Objects.Models.V5.BybitLinearInverseSymbol;LAIUSDT;LinearPerpetual;LAI;USDT;USDT;"26.04.2024 08:08:51";"";Trading;"";7;True;480;Bybit.Net.Objects.Models.V5.BybitLinearInverseLotSizeFilter;Bybit.Net.Objects.Models.V5.BybitLinearInversePriceFilter;Bybit.Net.Objects.Models.V5.BybitLinearInverseLeveragefilter
Bybit.Net.Objects.Models.V5.BybitLinearInverseSymbol;L3USDT;LinearPerpetual;L3;USDT;USDT;"31.07.2024 09:10:09";"";Trading;"";5;True;480;Bybit.Net.Objects.Models.V5.BybitLinearInverseLotSizeFilter;Bybit.Net.Objects.Models.V5.BybitLinearInversePriceFilter;Bybit.Net.Objects.Models.V5.BybitLinearInverseLeveragefilter
Bybit.Net.Objects.Models.V5.BybitLinearInverseSymbol;KSMUSDT;LinearPerpetual;KSM;USDT;USDT;"12.10.2021 00:00:00";"";Trading;"";2;True;480;Bybit.Net.Objects.Models.V5.BybitLinearInverseLotSizeFilter;Bybit.Net.Objects.Models.V5.BybitLinearInversePriceFilter;Bybit.Net.Objects.Models.V5.BybitLinearInverseLeveragefilter
Bybit.Net.Objects.Models.V5.BybitLinearInverseSymbol;KOMAUSDT;LinearPerpetual;KOMA;USDT;USDT;"10.12.2024 13:35:47";"";Trading;"";5;True;240;Bybit.Net.Objects.Models.V5.BybitLinearInverseLotSizeFilter;Bybit.Net.Objects.Models.V5.BybitLinearInversePriceFilter;Bybit.Net.Objects.Models.V5.BybitLinearInverseLeveragefilter
Bybit.Net.Objects.Models.V5.BybitLinearInverseSymbol;KNCUSDT;LinearPerpetual;KNC;USDT;USDT;"10.01.2022 07:40:34";"";Trading;"";4;True;480;Bybit.Net.Objects.Models.V5.BybitLinearInverseLotSizeFilter;Bybit.Net.Objects.Models.V5.BybitLinearInversePriceFilter;Bybit.Net.Objects.Models.V5.BybitLinearInverseLeveragefilter
Bybit.Net.Objects.Models.V5.BybitLinearInverseSymbol;KMNOUSDT;LinearPerpetual;KMNO;USDT;USDT;"09.10.2024 08:52:41";"";Trading;"";5;True;240;Bybit.Net.Objects.Models.V5.BybitLinearInverseLotSizeFilter;Bybit.Net.Objects.Models.V5.BybitLinearInversePriceFilter;Bybit.Net.Objects.Models.V5.BybitLinearInverseLeveragefilter
Bybit.Net.Objects.Models.V5.BybitLinearInverseSymbol;KDAUSDT;LinearPerpetual;KDA;USDT;USDT;"15.03.2022 02:37:12";"";Trading;"";4;True;240;Bybit.Net.Objects.Models.V5.BybitLinearInverseLotSizeFilter;Bybit.Net.Objects.Models.V5.BybitLinearInversePriceFilter;Bybit.Net.Objects.Models.V5.BybitLinearInverseLeveragefilter
Bybit.Net.Objects.Models.V5.BybitLinearInverseSymbol;KAVAUSDT;LinearPerpetual;KAVA;USDT;USDT;"10.01.2022 07:54:47";"";Trading;"";4;True;480;Bybit.Net.Objects.Models.V5.BybitLinearInverseLotSizeFilter;Bybit.Net.Objects.Models.V5.BybitLinearInversePriceFilter;Bybit.Net.Objects.Models.V5.BybitLinearInverseLeveragefilter
Bybit.Net.Objects.Models.V5.BybitLinearInverseSymbol;KASUSDT;LinearPerpetual;KAS;USDT;USDT;"04.08.2023 08:34:41";"";Trading;"";5;True;240;Bybit.Net.Objects.Models.V5.BybitLinearInverseLotSizeFilter;Bybit.Net.Objects.Models.V5.BybitLinearInversePriceFilter;Bybit.Net.Objects.Models.V5.BybitLinearInverseLeveragefilter
Bybit.Net.Objects.Models.V5.BybitLinearInverseSymbol;KAITOUSDT;LinearPerpetual;KAITO;USDT;USDT;"20.02.2025 13:22:07";"";Trading;"";4;True;120;Bybit.Net.Objects.Models.V5.BybitLinearInverseLotSizeFilter;Bybit.Net.Objects.Models.V5.BybitLinearInversePriceFilter;Bybit.Net.Objects.Models.V5.BybitLinearInverseLeveragefilter
Bybit.Net.Objects.Models.V5.BybitLinearInverseSymbol;OXTUSDT;LinearPerpetual;OXT;USDT;USDT;"10.08.2023 04:52:51";"";Trading;"";5;True;480;Bybit.Net.Objects.Models.V5.BybitLinearInverseLotSizeFilter;Bybit.Net.Objects.Models.V5.BybitLinearInversePriceFilter;Bybit.Net.Objects.Models.V5.BybitLinearInverseLeveragefilter
Bybit.Net.Objects.Models.V5.BybitLinearInverseSymbol;HIFIUSDT;LinearPerpetual;HIFI;USDT;USDT;"28.08.2023 08:12:02";"";Trading;"";5;True;240;Bybit.Net.Objects.Models.V5.BybitLinearInverseLotSizeFilter;Bybit.Net.Objects.Models.V5.BybitLinearInversePriceFilter;Bybit.Net.Objects.Models.V5.BybitLinearInverseLeveragefilter
Bybit.Net.Objects.Models.V5.BybitLinearInverseSymbol;PAXGUSDT;LinearPerpetual;PAXG;USDT;USDT;"14.03.2022 08:07:06";"";Trading;"";0;True;480;Bybit.Net.Objects.Models.V5.BybitLinearInverseLotSizeFilter;Bybit.Net.Objects.Models.V5.BybitLinearInversePriceFilter;Bybit.Net.Objects.Models.V5.BybitLinearInverseLeveragefilter
Bybit.Net.Objects.Models.V5.BybitLinearInverseSymbol;PENDLEUSDT;LinearPerpetual;PENDLE;USDT;USDT;"05.07.2023 07:26:42";"";Trading;"";4;True;480;Bybit.Net.Objects.Models.V5.BybitLinearInverseLotSizeFilter;Bybit.Net.Objects.Models.V5.BybitLinearInversePriceFilter;Bybit.Net.Objects.Models.V5.BybitLinearInverseLeveragefilter
Bybit.Net.Objects.Models.V5.BybitLinearInverseSymbol;SUPERUSDT;LinearPerpetual;SUPER;USDT;USDT;"23.11.2023 06:16:26";"";Trading;"";4;True;240;Bybit.Net.Objects.Models.V5.BybitLinearInverseLotSizeFilter;Bybit.Net.Objects.Models.V5.BybitLinearInversePriceFilter;Bybit.Net.Objects.Models.V5.BybitLinearInverseLeveragefilter
Bybit.Net.Objects.Models.V5.BybitLinearInverseSymbol;SUNUSDT;LinearPerpetual;SUN;USDT;USDT;"18.02.2022 06:38:34";"";Trading;"";6;True;240;Bybit.Net.Objects.Models.V5.BybitLinearInverseLotSizeFilter;Bybit.Net.Objects.Models.V5.BybitLinearInversePriceFilter;Bybit.Net.Objects.Models.V5.BybitLinearInverseLeveragefilter
Bybit.Net.Objects.Models.V5.BybitLinearInverseSymbol;SUNDOGUSDT;LinearPerpetual;SUNDOG;USDT;USDT;"26.08.2024 07:28:46";"";Trading;"";5;True;480;Bybit.Net.Objects.Models.V5.BybitLinearInverseLotSizeFilter;Bybit.Net.Objects.Models.V5.BybitLinearInversePriceFilter;Bybit.Net.Objects.Models.V5.BybitLinearInverseLeveragefilter
Bybit.Net.Objects.Models.V5.BybitLinearInverseSymbol;SUIUSDT;LinearPerpetual;SUI;USDT;USDT;"02.05.2023 12:15:24";"";Trading;"";5;True;480;Bybit.Net.Objects.Models.V5.BybitLinearInverseLotSizeFilter;Bybit.Net.Objects.Models.V5.BybitLinearInversePriceFilter;Bybit.Net.Objects.Models.V5.BybitLinearInverseLeveragefilter
Bybit.Net.Objects.Models.V5.BybitLinearInverseSymbol;STXUSDT;LinearPerpetual;STX;USDT;USDT;"30.11.2021 07:59:43";"";Trading;"";5;True;480;Bybit.Net.Objects.Models.V5.BybitLinearInverseLotSizeFilter;Bybit.Net.Objects.Models.V5.BybitLinearInversePriceFilter;Bybit.Net.Objects.Models.V5.BybitLinearInverseLeveragefilter
Bybit.Net.Objects.Models.V5.BybitLinearInverseSymbol;STRKUSDT;LinearPerpetual;STRK;USDT;USDT;"20.02.2024 13:42:06";"";Trading;"";4;True;240;Bybit.Net.Objects.Models.V5.BybitLinearInverseLotSizeFilter;Bybit.Net.Objects.Models.V5.BybitLinearInversePriceFilter;Bybit.Net.Objects.Models.V5.BybitLinearInverseLeveragefilter
Bybit.Net.Objects.Models.V5.BybitLinearInverseSymbol;STPTUSDT;LinearPerpetual;STPT;USDT;USDT;"03.10.2023 09:46:17";"";Trading;"";5;True;240;Bybit.Net.Objects.Models.V5.BybitLinearInverseLotSizeFilter;Bybit.Net.Objects.Models.V5.BybitLinearInversePriceFilter;Bybit.Net.Objects.Models.V5.BybitLinearInverseLeveragefilter
Bybit.Net.Objects.Models.V5.BybitLinearInverseSymbol;STORJUSDT;LinearPerpetual;STORJ;USDT;USDT;"22.11.2021 00:00:00";"";Trading;"";4;True;480;Bybit.Net.Objects.Models.V5.BybitLinearInverseLotSizeFilter;Bybit.Net.Objects.Models.V5.BybitLinearInversePriceFilter;Bybit.Net.Objects.Models.V5.BybitLinearInverseLeveragefilter
Bybit.Net.Objects.Models.V5.BybitLinearInverseSymbol;STGUSDT;LinearPerpetual;STG;USDT;USDT;"26.08.2022 05:57:39";"";Trading;"";4;True;480;Bybit.Net.Objects.Models.V5.BybitLinearInverseLotSizeFilter;Bybit.Net.Objects.Models.V5.BybitLinearInversePriceFilter;Bybit.Net.Objects.Models.V5.BybitLinearInverseLeveragefilter
Bybit.Net.Objects.Models.V5.BybitLinearInverseSymbol;STEEMUSDT;LinearPerpetual;STEEM;USDT;USDT;"25.10.2023 06:29:42";"";Trading;"";4;True;240;Bybit.Net.Objects.Models.V5.BybitLinearInverseLotSizeFilter;Bybit.Net.Objects.Models.V5.BybitLinearInversePriceFilter;Bybit.Net.Objects.Models.V5.BybitLinearInverseLeveragefilter
Bybit.Net.Objects.Models.V5.BybitLinearInverseSymbol;SSVUSDT;LinearPerpetual;SSV;USDT;USDT;"01.03.2023 07:27:50";"";Trading;"";3;True;480;Bybit.Net.Objects.Models.V5.BybitLinearInverseLotSizeFilter;Bybit.Net.Objects.Models.V5.BybitLinearInversePriceFilter;Bybit.Net.Objects.Models.V5.BybitLinearInverseLeveragefilter
Bybit.Net.Objects.Models.V5.BybitLinearInverseSymbol;SPXUSDT;LinearPerpetual;SPX;USDT;USDT;"29.10.2024 06:31:37";"";Trading;"";4;True;240;Bybit.Net.Objects.Models.V5.BybitLinearInverseLotSizeFilter;Bybit.Net.Objects.Models.V5.BybitLinearInversePriceFilter;Bybit.Net.Objects.Models.V5.BybitLinearInverseLeveragefilter
